"","YEAR","Seas","FltSvy","Gender","Part","Ageerr","Lgin_lo","Lgin_hi","Nsamp","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
"1",1991,1,4,0,0,1,109,109,0.14,0,0,0,0,0,0,0,0,0,1
"2",1991,1,4,0,0,1,19,19,0.56,1,0,0,0,0,0,0,0,0,0
"3",1991,1,4,0,0,1,22,22,1.68,1,0,0,0,0,0,0,0,0,0
"4",1991,1,4,0,0,1,25,25,0.7,1,0,0,0,0,0,0,0,0,0
"5",1991,1,4,0,0,1,28,28,0.56,0,1,0,0,0,0,0,0,0,0
"6",1991,1,4,0,0,1,31,31,5.18,0,1,0,0,0,0,0,0,0,0
"7",1991,1,4,0,0,1,34,34,9.8,0,0.957142857142857,0.0428571428571429,0,0,0,0,0,0,0
"8",1991,1,4,0,0,1,37,37,9.94,0.0140845070422535,0.887323943661972,0.0985915492957746,0,0,0,0,0,0,0
"9",1991,1,4,0,0,1,40,40,7.7,0,0.672727272727273,0.327272727272727,0,0,0,0,0,0,0
"10",1991,1,4,0,0,1,43,43,5.6,0.025,0.35,0.55,0.075,0,0,0,0,0,0
"11",1991,1,4,0,0,1,46,46,6.16,0,0.0454545454545455,0.795454545454545,0.136363636363636,0.0227272727272727,0,0,0,0,0
"12",1991,1,4,0,0,1,49,49,6.44,0,0.0217391304347826,0.717391304347826,0.260869565217391,0,0,0,0,0,0
"13",1991,1,4,0,0,1,52,52,5.46,0,0,0.461538461538462,0.487179487179487,0.0512820512820513,0,0,0,0,0
"14",1991,1,4,0,0,1,55,55,6.58,0,0,0.212765957446809,0.702127659574468,0.0851063829787234,0,0,0,0,0
"15",1991,1,4,0,0,1,58,58,7.28,0,0,0.192307692307692,0.576923076923077,0.211538461538462,0.0192307692307692,0,0,0,0
"16",1991,1,4,0,0,1,61,61,8.96,0,0,0.03125,0.671875,0.296875,0,0,0,0,0
"17",1991,1,4,0,0,1,64,64,7.28,0,0,0.0192307692307692,0.519230769230769,0.403846153846154,0.0576923076923077,0,0,0,0
"18",1991,1,4,0,0,1,67,67,6.86,0,0,0,0.428571428571429,0.469387755102041,0.0816326530612245,0,0.0204081632653061,0,0
"19",1991,1,4,0,0,1,70,70,5.74,0,0,0,0.219512195121951,0.585365853658537,0.170731707317073,0,0.024390243902439,0,0
"20",1991,1,4,0,0,1,73,73,4.2,0,0,0,0.133333333333333,0.433333333333333,0.233333333333333,0.0666666666666667,0.133333333333333,0,0
"21",1991,1,4,0,0,1,76,76,3.78,0,0,0,0.185185185185185,0.37037037037037,0.296296296296296,0.111111111111111,0.037037037037037,0,0
"22",1991,1,4,0,0,1,79,79,2.94,0,0,0,0.142857142857143,0.333333333333333,0.0952380952380952,0.285714285714286,0,0.0952380952380952,0.0476190476190476
"23",1991,1,4,0,0,1,82,82,2.94,0,0,0,0,0.19047619047619,0.285714285714286,0.285714285714286,0.238095238095238,0,0
"24",1991,1,4,0,0,1,85,85,1.54,0,0,0,0.0909090909090909,0.0909090909090909,0.272727272727273,0.181818181818182,0.181818181818182,0,0.181818181818182
"25",1991,1,4,0,0,1,88,88,1.54,0,0,0,0,0.181818181818182,0.272727272727273,0.181818181818182,0.181818181818182,0.181818181818182,0
"26",1991,1,4,0,0,1,91,91,1.12,0,0,0,0,0,0.375,0.125,0.375,0.125,0
"27",1991,1,4,0,0,1,97,97,0.28,0,0,0,0,0,0,0,0,0,1
"28",1994,1,4,0,0,1,100,100,1.54,0,0,0,0,0,0,0.0909090909090909,0.545454545454545,0.272727272727273,0.0909090909090909
"29",1994,1,4,0,0,1,103,103,1.68,0,0,0,0,0,0,0.0833333333333333,0.25,0.333333333333333,0.333333333333333
"30",1994,1,4,0,0,1,106,106,0.42,0,0,0,0,0,0,0,0.333333333333333,0,0.666666666666667
"31",1994,1,4,0,0,1,13,13,0.56,1,0,0,0,0,0,0,0,0,0
"32",1994,1,4,0,0,1,16,16,3.08,1,0,0,0,0,0,0,0,0,0
"33",1994,1,4,0,0,1,19,19,3.78,1,0,0,0,0,0,0,0,0,0
"34",1994,1,4,0,0,1,22,22,3.08,1,0,0,0,0,0,0,0,0,0
"35",1994,1,4,0,0,1,25,25,0.56,1,0,0,0,0,0,0,0,0,0
"36",1994,1,4,0,0,1,28,28,1.96,0.357142857142857,0.642857142857143,0,0,0,0,0,0,0,0
"37",1994,1,4,0,0,1,31,31,4.62,0,1,0,0,0,0,0,0,0,0
"38",1994,1,4,0,0,1,34,34,5.74,0,0.975609756097561,0.024390243902439,0,0,0,0,0,0,0
"39",1994,1,4,0,0,1,37,37,5.32,0,0.815789473684211,0.184210526315789,0,0,0,0,0,0,0
"40",1994,1,4,0,0,1,40,40,5.32,0,0.289473684210526,0.684210526315789,0.0263157894736842,0,0,0,0,0,0
"41",1994,1,4,0,0,1,43,43,5.46,0,0.0769230769230769,0.897435897435897,0.0256410256410256,0,0,0,0,0,0
"42",1994,1,4,0,0,1,46,46,6.3,0,0.0222222222222222,0.866666666666667,0.111111111111111,0,0,0,0,0,0
"43",1994,1,4,0,0,1,49,49,6.58,0,0,0.638297872340426,0.361702127659574,0,0,0,0,0,0
"44",1994,1,4,0,0,1,52,52,6.86,0,0,0.26530612244898,0.63265306122449,0.102040816326531,0,0,0,0,0
"45",1994,1,4,0,0,1,55,55,7.28,0,0,0.173076923076923,0.711538461538462,0.115384615384615,0,0,0,0,0
"46",1994,1,4,0,0,1,58,58,6.72,0,0,0.0416666666666667,0.520833333333333,0.4375,0,0,0,0,0
"47",1994,1,4,0,0,1,61,61,6.02,0,0,0,0.162790697674419,0.767441860465116,0.0465116279069767,0.0232558139534884,0,0,0
"48",1994,1,4,0,0,1,64,64,5.18,0,0,0,0.108108108108108,0.810810810810811,0.027027027027027,0.0540540540540541,0,0,0
"49",1994,1,4,0,0,1,67,67,5.74,0,0,0,0.146341463414634,0.707317073170732,0.146341463414634,0,0,0,0
"50",1994,1,4,0,0,1,70,70,6.86,0,0,0,0.0408163265306122,0.408163265306122,0.510204081632653,0.0408163265306122,0,0,0
"51",1994,1,4,0,0,1,73,73,6.58,0,0,0,0.0638297872340425,0.340425531914894,0.446808510638298,0.106382978723404,0.0425531914893617,0,0
"52",1994,1,4,0,0,1,76,76,6.58,0,0,0,0.0212765957446809,0.212765957446809,0.48936170212766,0.25531914893617,0.0212765957446809,0,0
"53",1994,1,4,0,0,1,79,79,5.6,0,0,0,0.025,0.025,0.675,0.225,0.05,0,0
"54",1994,1,4,0,0,1,82,82,5.6,0,0,0,0,0.05,0.35,0.375,0.175,0.05,0
"55",1994,1,4,0,0,1,85,85,6.58,0,0,0,0,0,0.234042553191489,0.531914893617021,0.212765957446809,0,0.0212765957446809
"56",1994,1,4,0,0,1,88,88,3.92,0,0,0,0,0.0714285714285714,0.0357142857142857,0.535714285714286,0.321428571428571,0.0357142857142857,0
"57",1994,1,4,0,0,1,91,91,5.74,0,0,0,0,0,0.0487804878048781,0.390243902439024,0.341463414634146,0.170731707317073,0.0487804878048781
"58",1994,1,4,0,0,1,94,94,4.62,0,0,0,0,0,0.0606060606060606,0.424242424242424,0.393939393939394,0.0606060606060606,0.0606060606060606
"59",1994,1,4,0,0,1,97,97,3.64,0,0,0,0,0,0.0384615384615385,0.269230769230769,0.5,0.153846153846154,0.0384615384615385
"60",1997,1,4,0,0,1,100,100,1.12,0,0,0,0,0,0,0.25,0.375,0.25,0.125
"61",1997,1,4,0,0,1,103,103,0.7,0,0,0,0,0,0,0.2,0.2,0,0.6
"62",1997,1,4,0,0,1,106,106,0.56,0,0,0,0,0,0,0,0.5,0.25,0.25
"63",1997,1,4,0,0,1,109,109,0.14,0,0,0,0,0,0,1,0,0,0
"64",1997,1,4,0,0,1,13,13,0.14,1,0,0,0,0,0,0,0,0,0
"65",1997,1,4,0,0,1,16,16,0.42,1,0,0,0,0,0,0,0,0,0
"66",1997,1,4,0,0,1,19,19,0.7,1,0,0,0,0,0,0,0,0,0
"67",1997,1,4,0,0,1,22,22,1.54,1,0,0,0,0,0,0,0,0,0
"68",1997,1,4,0,0,1,25,25,1.82,1,0,0,0,0,0,0,0,0,0
"69",1997,1,4,0,0,1,28,28,1.4,0.1,0.9,0,0,0,0,0,0,0,0
"70",1997,1,4,0,0,1,31,31,1.96,0,0.928571428571429,0.0714285714285714,0,0,0,0,0,0,0
"71",1997,1,4,0,0,1,34,34,4.48,0,0.96875,0.03125,0,0,0,0,0,0,0
"72",1997,1,4,0,0,1,37,37,4.34,0,0.967741935483871,0.032258064516129,0,0,0,0,0,0,0
"73",1997,1,4,0,0,1,40,40,2.94,0,0.857142857142857,0.142857142857143,0,0,0,0,0,0,0
"74",1997,1,4,0,0,1,43,43,3.5,0,0.36,0.56,0.08,0,0,0,0,0,0
"75",1997,1,4,0,0,1,46,46,3.64,0,0,0.730769230769231,0.269230769230769,0,0,0,0,0,0
"76",1997,1,4,0,0,1,49,49,4.2,0,0,0.566666666666667,0.366666666666667,0.0666666666666667,0,0,0,0,0
"77",1997,1,4,0,0,1,52,52,4.06,0,0,0.310344827586207,0.482758620689655,0.206896551724138,0,0,0,0,0
"78",1997,1,4,0,0,1,55,55,4.34,0,0,0.290322580645161,0.516129032258065,0.193548387096774,0,0,0,0,0
"79",1997,1,4,0,0,1,58,58,4.9,0,0,0.142857142857143,0.428571428571429,0.371428571428571,0.0571428571428571,0,0,0,0
"80",1997,1,4,0,0,1,61,61,5.32,0,0,0.131578947368421,0.578947368421053,0.263157894736842,0.0263157894736842,0,0,0,0
"81",1997,1,4,0,0,1,64,64,5.32,0,0,0.0526315789473684,0.5,0.421052631578947,0,0.0263157894736842,0,0,0
"82",1997,1,4,0,0,1,67,67,5.46,0,0,0.0256410256410256,0.461538461538462,0.282051282051282,0.179487179487179,0.0256410256410256,0.0256410256410256,0,0
"83",1997,1,4,0,0,1,70,70,3.78,0,0,0,0.148148148148148,0.555555555555556,0.222222222222222,0.0740740740740741,0,0,0
"84",1997,1,4,0,0,1,73,73,4.34,0,0,0,0.032258064516129,0.612903225806452,0.258064516129032,0.0645161290322581,0.032258064516129,0,0
"85",1997,1,4,0,0,1,76,76,3.22,0,0,0,0.0434782608695652,0.130434782608696,0.478260869565217,0.260869565217391,0.0869565217391304,0,0
"86",1997,1,4,0,0,1,79,79,3.5,0,0,0,0.08,0.32,0.28,0.24,0.04,0,0.04
"87",1997,1,4,0,0,1,82,82,3.78,0,0,0,0.111111111111111,0.296296296296296,0.481481481481481,0.111111111111111,0,0,0
"88",1997,1,4,0,0,1,85,85,4.48,0,0,0,0.03125,0.0625,0.28125,0.28125,0.1875,0.125,0.03125
"89",1997,1,4,0,0,1,88,88,3.08,0,0,0,0,0.0454545454545455,0.363636363636364,0.181818181818182,0.272727272727273,0.0909090909090909,0.0454545454545455
"90",1997,1,4,0,0,1,91,91,3.5,0,0,0,0,0.04,0.12,0.28,0.28,0.24,0.04
"91",1997,1,4,0,0,1,94,94,3.08,0,0,0,0,0,0.0909090909090909,0.318181818181818,0.363636363636364,0.136363636363636,0.0909090909090909
"92",1997,1,4,0,0,1,97,97,3.5,0,0,0,0,0,0.08,0.28,0.36,0.12,0.16
"93",2000,1,4,0,0,1,100,100,0.56,0,0,0,0,0,0,0.25,0.25,0,0.5
"94",2000,1,4,0,0,1,103,103,0.84,0,0,0,0,0,0,0,0.833333333333333,0,0.166666666666667
"95",2000,1,4,0,0,1,106,106,0.7,0,0,0,0,0,0,0,0.4,0.4,0.2
"96",2000,1,4,0,0,1,109,109,0.56,0,0,0,0,0,0,0,0,0.5,0.5
"97",2000,1,4,0,0,1,13,13,0.42,1,0,0,0,0,0,0,0,0,0
"98",2000,1,4,0,0,1,16,16,1.54,1,0,0,0,0,0,0,0,0,0
"99",2000,1,4,0,0,1,19,19,1.12,0.875,0.125,0,0,0,0,0,0,0,0
"100",2000,1,4,0,0,1,22,22,0.7,0.4,0.6,0,0,0,0,0,0,0,0
"101",2000,1,4,0,0,1,25,25,0.42,0,1,0,0,0,0,0,0,0,0
"102",2000,1,4,0,0,1,28,28,1.4,0,1,0,0,0,0,0,0,0,0
"103",2000,1,4,0,0,1,31,31,2.24,0,0.9375,0.0625,0,0,0,0,0,0,0
"104",2000,1,4,0,0,1,34,34,2.66,0,0.947368421052632,0.0526315789473684,0,0,0,0,0,0,0
"105",2000,1,4,0,0,1,37,37,2.1,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"106",2000,1,4,0,0,1,40,40,2.66,0,0.157894736842105,0.736842105263158,0.105263157894737,0,0,0,0,0,0
"107",2000,1,4,0,0,1,43,43,4.06,0,0,0.96551724137931,0.0344827586206897,0,0,0,0,0,0
"108",2000,1,4,0,0,1,46,46,5.6,0,0,0.7,0.275,0.025,0,0,0,0,0
"109",2000,1,4,0,0,1,49,49,6.02,0,0,0.418604651162791,0.534883720930233,0.0465116279069767,0,0,0,0,0
"110",2000,1,4,0,0,1,52,52,6.44,0,0,0.304347826086957,0.456521739130435,0.239130434782609,0,0,0,0,0
"111",2000,1,4,0,0,1,55,55,5.88,0,0,0.0952380952380952,0.69047619047619,0.214285714285714,0,0,0,0,0
"112",2000,1,4,0,0,1,58,58,6.72,0,0,0.0416666666666667,0.625,0.3125,0.0208333333333333,0,0,0,0
"113",2000,1,4,0,0,1,61,61,6.58,0,0,0,0.531914893617021,0.425531914893617,0.0212765957446809,0.0212765957446809,0,0,0
"114",2000,1,4,0,0,1,64,64,6.58,0,0,0,0.446808510638298,0.531914893617021,0.0212765957446809,0,0,0,0
"115",2000,1,4,0,0,1,67,67,5.88,0,0,0,0.261904761904762,0.428571428571429,0.214285714285714,0.0952380952380952,0,0,0
"116",2000,1,4,0,0,1,70,70,5.6,0,0,0,0.2,0.475,0.325,0,0,0,0
"117",2000,1,4,0,0,1,73,73,5.88,0,0,0,0.0476190476190476,0.523809523809524,0.30952380952381,0.119047619047619,0,0,0
"118",2000,1,4,0,0,1,76,76,5.18,0,0,0,0.027027027027027,0.486486486486487,0.324324324324324,0.135135135135135,0.027027027027027,0,0
"119",2000,1,4,0,0,1,79,79,4.9,0,0,0,0,0.228571428571429,0.4,0.314285714285714,0.0571428571428571,0,0
"120",2000,1,4,0,0,1,82,82,3.36,0,0,0,0,0.208333333333333,0.25,0.375,0.0833333333333333,0.0833333333333333,0
"121",2000,1,4,0,0,1,85,85,4.9,0,0,0,0,0.142857142857143,0.371428571428571,0.371428571428571,0.0857142857142857,0.0285714285714286,0
"122",2000,1,4,0,0,1,88,88,3.92,0,0,0,0,0.0357142857142857,0.285714285714286,0.5,0.142857142857143,0.0357142857142857,0
"123",2000,1,4,0,0,1,91,91,2.8,0,0,0,0,0,0.25,0.45,0.25,0.05,0
"124",2000,1,4,0,0,1,94,94,2.1,0,0,0,0,0,0.133333333333333,0.4,0.4,0,0.0666666666666667
"125",2000,1,4,0,0,1,97,97,1.12,0,0,0,0,0,0,0.75,0,0.125,0.125
"126",2002,1,4,0,0,1,100,100,1.54,0,0,0,0,0,0,0.181818181818182,0.181818181818182,0.181818181818182,0.454545454545455
"127",2002,1,4,0,0,1,103,103,1.68,0,0,0,0,0,0,0.0833333333333333,0.333333333333333,0.333333333333333,0.25
"128",2002,1,4,0,0,1,106,106,0.98,0,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.428571428571429
"129",2002,1,4,0,0,1,109,109,0.7,0,0,0,0,0,0,0,0.2,0.4,0.4
"130",2002,1,4,0,0,1,13,13,1.26,1,0,0,0,0,0,0,0,0,0
"131",2002,1,4,0,0,1,16,16,3.64,1,0,0,0,0,0,0,0,0,0
"132",2002,1,4,0,0,1,19,19,3.36,1,0,0,0,0,0,0,0,0,0
"133",2002,1,4,0,0,1,22,22,2.1,0.933333333333333,0.0666666666666667,0,0,0,0,0,0,0,0
"134",2002,1,4,0,0,1,25,25,2.94,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0
"135",2002,1,4,0,0,1,28,28,2.66,0,1,0,0,0,0,0,0,0,0
"136",2002,1,4,0,0,1,31,31,4.9,0,0.914285714285714,0.0857142857142857,0,0,0,0,0,0,0
"137",2002,1,4,0,0,1,34,34,6.16,0,0.863636363636364,0.136363636363636,0,0,0,0,0,0,0
"138",2002,1,4,0,0,1,37,37,8.26,0,0.661016949152542,0.338983050847458,0,0,0,0,0,0,0
"139",2002,1,4,0,0,1,40,40,7,0,0.44,0.56,0,0,0,0,0,0,0
"140",2002,1,4,0,0,1,43,43,7.28,0,0.0961538461538462,0.807692307692308,0.0961538461538462,0,0,0,0,0,0
"141",2002,1,4,0,0,1,46,46,8.68,0,0.0161290322580645,0.838709677419355,0.145161290322581,0,0,0,0,0,0
"142",2002,1,4,0,0,1,49,49,9.94,0,0.0140845070422535,0.647887323943662,0.309859154929577,0.028169014084507,0,0,0,0,0
"143",2002,1,4,0,0,1,52,52,10.5,0,0,0.36,0.613333333333333,0.0266666666666667,0,0,0,0,0
"144",2002,1,4,0,0,1,55,55,9.38,0,0,0.328358208955224,0.582089552238806,0.0895522388059701,0,0,0,0,0
"145",2002,1,4,0,0,1,58,58,8.12,0,0,0.206896551724138,0.603448275862069,0.137931034482759,0.0517241379310345,0,0,0,0
"146",2002,1,4,0,0,1,61,61,6.44,0,0,0.173913043478261,0.41304347826087,0.304347826086957,0.108695652173913,0,0,0,0
"147",2002,1,4,0,0,1,64,64,6.72,0,0,0.0208333333333333,0.458333333333333,0.458333333333333,0.0416666666666667,0,0.0208333333333333,0,0
"148",2002,1,4,0,0,1,67,67,7.28,0,0,0,0.346153846153846,0.384615384615385,0.269230769230769,0,0,0,0
"149",2002,1,4,0,0,1,70,70,7.98,0,0,0,0.087719298245614,0.596491228070175,0.228070175438596,0.087719298245614,0,0,0
"150",2002,1,4,0,0,1,73,73,6.72,0,0,0,0.104166666666667,0.4375,0.354166666666667,0.0833333333333333,0.0208333333333333,0,0
"151",2002,1,4,0,0,1,76,76,7.28,0,0,0,0.0576923076923077,0.288461538461538,0.461538461538462,0.173076923076923,0.0192307692307692,0,0
"152",2002,1,4,0,0,1,79,79,6.58,0,0,0,0,0.212765957446809,0.48936170212766,0.276595744680851,0.0212765957446809,0,0
"153",2002,1,4,0,0,1,82,82,5.74,0,0,0,0,0.195121951219512,0.48780487804878,0.292682926829268,0,0,0.024390243902439
"154",2002,1,4,0,0,1,85,85,5.46,0,0,0,0,0.128205128205128,0.487179487179487,0.256410256410256,0.0769230769230769,0.0256410256410256,0.0256410256410256
"155",2002,1,4,0,0,1,88,88,4.34,0,0,0,0,0.129032258064516,0.0967741935483871,0.516129032258065,0.161290322580645,0.0645161290322581,0.032258064516129
"156",2002,1,4,0,0,1,91,91,3.08,0,0,0,0,0.0454545454545455,0.363636363636364,0.318181818181818,0.181818181818182,0.0454545454545455,0.0454545454545455
"157",2002,1,4,0,0,1,94,94,2.8,0,0,0,0,0,0.2,0.35,0.15,0.2,0.1
"158",2002,1,4,0,0,1,97,97,1.68,0,0,0,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667
"159",2004,1,4,0,0,1,100,100,1.82,0,0,0,0,0,0.0769230769230769,0.153846153846154,0.538461538461538,0.153846153846154,0.0769230769230769
"160",2004,1,4,0,0,1,103,103,1.12,0,0,0,0,0,0,0.25,0.25,0.125,0.375
"161",2004,1,4,0,0,1,106,106,0.98,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0
"162",2004,1,4,0,0,1,109,109,0.28,0,0,0,0,0,0,0,0.5,0,0.5
"163",2004,1,4,0,0,1,16,16,0.28,1,0,0,0,0,0,0,0,0,0
"164",2004,1,4,0,0,1,19,19,1.12,1,0,0,0,0,0,0,0,0,0
"165",2004,1,4,0,0,1,22,22,0.56,0.75,0.25,0,0,0,0,0,0,0,0
"166",2004,1,4,0,0,1,25,25,0.28,1,0,0,0,0,0,0,0,0,0
"167",2004,1,4,0,0,1,31,31,0.42,0,1,0,0,0,0,0,0,0,0
"168",2004,1,4,0,0,1,34,34,2.52,0,0.944444444444444,0.0555555555555556,0,0,0,0,0,0,0
"169",2004,1,4,0,0,1,37,37,3.64,0,0.884615384615385,0.115384615384615,0,0,0,0,0,0,0
"170",2004,1,4,0,0,1,40,40,4.2,0,0.3,0.666666666666667,0.0333333333333333,0,0,0,0,0,0
"171",2004,1,4,0,0,1,43,43,4.06,0,0.206896551724138,0.655172413793103,0.137931034482759,0,0,0,0,0,0
"172",2004,1,4,0,0,1,46,46,5.46,0,0.0256410256410256,0.666666666666667,0.282051282051282,0.0256410256410256,0,0,0,0,0
"173",2004,1,4,0,0,1,49,49,6.02,0,0,0.511627906976744,0.441860465116279,0.0465116279069767,0,0,0,0,0
"174",2004,1,4,0,0,1,52,52,6.3,0,0,0.222222222222222,0.666666666666667,0.111111111111111,0,0,0,0,0
"175",2004,1,4,0,0,1,55,55,5.88,0,0,0.0476190476190476,0.738095238095238,0.19047619047619,0.0238095238095238,0,0,0,0
"176",2004,1,4,0,0,1,58,58,5.88,0,0,0.0714285714285714,0.595238095238095,0.30952380952381,0.0238095238095238,0,0,0,0
"177",2004,1,4,0,0,1,61,61,5.6,0,0,0.05,0.3,0.6,0.05,0,0,0,0
"178",2004,1,4,0,0,1,64,64,5.04,0,0,0,0.388888888888889,0.5,0.111111111111111,0,0,0,0
"179",2004,1,4,0,0,1,67,67,5.46,0,0,0,0.307692307692308,0.487179487179487,0.179487179487179,0.0256410256410256,0,0,0
"180",2004,1,4,0,0,1,70,70,5.46,0,0,0,0.179487179487179,0.538461538461538,0.256410256410256,0.0256410256410256,0,0,0
"181",2004,1,4,0,0,1,73,73,4.9,0,0,0,0.142857142857143,0.485714285714286,0.314285714285714,0.0571428571428571,0,0,0
"182",2004,1,4,0,0,1,76,76,5.04,0,0,0,0.0277777777777778,0.583333333333333,0.333333333333333,0.0555555555555556,0,0,0
"183",2004,1,4,0,0,1,79,79,4.9,0,0,0,0.0571428571428571,0.514285714285714,0.371428571428571,0.0571428571428571,0,0,0
"184",2004,1,4,0,0,1,82,82,4.62,0,0,0,0.0606060606060606,0.242424242424242,0.424242424242424,0.151515151515152,0.121212121212121,0,0
